rank	Youtuber	Channel_contents	Primary_Language	subscribers	video views	category	Title	uploads	Country	Abbreviation	channel_type	video_views_rank	country_rank	channel_type_rank	video_views_for_the_last_30_days	lowest_monthly_earnings	highest_monthly_earnings	lowest_yearly_earnings	highest_yearly_earnings	subscribers_for_last_30_days	created_year	created_month	created_date	Gross tertiary education enrollment (%)	Population	Unemployment rate	Urban_population	Latitude	Longitude
309	FGTeeV	A channel with a variety of family gaming content and comedic skits.	English	22300000	24059336857	Gaming	FGTeeV	1724	United States	US	Games	77	91	22	132110000	33000	528400	396300	6300000	0	2013	May	24	882	328239523	147	270663028	3709024	-95712891
310	Kinder Spielzeug Kanal (Kidibli)	Children channel with toy unboxings and playtime videos.	German	22200000	11136266461	Entertainment	Kinder Spielzeug Kanal (Kidibli)	999	United States	US	Entertainment	370	92	86	139333000	34800	557300	418000	6700000	0	2015	Sep	25	882	328239523	147	270663028	3709024	-95712891
311	Charlie Puth	Artist channel for Charlie Puth, featuring his pop music and official releases.	English	22000000	9924807127	Music	Charlie Puth	157	United States	US	Music	449	94	86	111500000	27900	446000	334500	5400000	0	2009	Sep	9	882	328239523	147	270663028	3709024	-95712891
312	Vlad and Niki ESP	Spanish channel featuring the playful videos of child stars Vlad and Niki.	Spanish	22000000	8594440895	Entertainment	Vlad and Niki ESP	515	United States	US	Entertainment	591	93	87	183871000	46000	735500	551600	8800000	0	2018	Oct	11	882	328239523	147	270663028	3709024	-95712891
313	Sagawa	Channel likely focused on entertainment or lifestyle.	NA	22000000	18347969186	Entertainment	Sagawa	6274	Japan	JP	Entertainment	144	3	88	711254000	177800	2800000	2100000	34100000	0	2021	Feb	13	632	126226568	229	115782416	36204824	138252924
314	Ben Azelart	Vlogs and challenge videos from internet personality Ben Azelart.	English	21900000	4454917643	Film & Animation	Ben Azelart	301	United States	US	Entertainment	1620	94	88	184946000	46200	739800	554800	8900000	0	2014	Jun	5	882	328239523	147	270663028	3709024	-95712891
315	Zach Choi ASMR	ASMR and mukbang videos emphasizing sounds to trigger relaxation.	English	21900000	5918314128	People & Blogs	Zach Choi ASMR	946	United States	US	People	1069	94	12	234222000	58600	936900	702700	11200000	0	2014	Jul	5	882	328239523	147	270663028	3709024	-95712891
316	Topper Guild	Channel featuring pranks, challenges, and fun interactions.	English	21900000	15552070846	Comedy	Topper Guild	816	United States	US	Comedy	204	91	16	687028000	171800	2700000	2100000	33000000	0	2014	Jul	9	882	328239523	147	270663028	3709024	-95712891
317	Disney Latinoam?	Disney official content in Spanish for the Latin American audience.	Spanish	21900000	20657571751	Entertainment	disneylatinoamerica	116	Mexico	MX	Music	1277277	2973	4085	4719	1	19	14	227	0	2008	Apr	7	402	126014024	342	102626859	23634501	-102552784
318	Stokes Twins	Twins known for their comedy sketches, challenges, and vlogs.	English	21800000	4469711607	People & Blogs	Stokes Twins	257	United States	US	People	1610	95	13	197953000	49500	791800	593900	9500000	0	2008	Apr	11	882	328239523	147	270663028	3709024	-95712891
319	National Geographic	Educational content on nature, science, culture, and exploration.	English	21800000	5614621131	Science & Technology	National Geographic	10162	United States	US	Entertainment	1158	95	89	45812000	11500	183200	137400	2200000	0	2006	May	7	882	328239523	147	270663028	3709024	-95712891
320	Dua Lipa	Official channel for pop artist Dua Lipa with music videos and artist news.	English	21800000	11288359365	Music	Dua Lipa	164	United Kingdom	GB	Music	368	14	87	128047000	32000	512200	384100	6100000	0	2011	Feb	5	600	66834405	385	55908316	55378051	-3435973
321	OneDirectionVEVO	Official music videos and live performances from the band One Direction.	English	21800000	12140232004	Music	OneDirectionVEVO	266	United Kingdom	GB	Music	322	14	87	51134000	12800	204500	153400	2500000	0	2010	Dec	4	600	66834405	385	55908316	55378051	-3435973
322	Rotana	Music and entertainment from one of the leading Arab media groups.	Arabic	21800000	19329351143	Music	rotana5018	135	Saudi Arabia	SA	Music	926975		2709	10571	3	42	32	507	0	2011	Oct	27	680	34268528	593	28807838	23885942	45079162
323	Netflix India	Trailers and content snippets from Netflix Indian service.	English	21800000	7780934187	People & Blogs	NETFLIX INDIA	1	India	IN	People	4052308		7665	408	0	0	0	0	0	2017	Sep	24	281	1366417754	536	471031528	20593684	7896288
324	Sourav Joshi Vlogs	Daily vlogs and lifestyle content from one of India top YouTubers.	Hindi	21700000	9392093496	People & Blogs	Sourav Joshi Vlogs	1390	India	IN	People	498		13	265336000	66300	1100000	796000	12700000	0	2019	Feb	19	281	1366417754	536	471031528	20593684	7896288
325	ZAMZAM ELECTRONICS TRADING	Channel related to electronics trading and reviews.	NA	21700000	8507818877	People	ZAMZAM ELECTRONICS TRADING	15126	United Arab Emirates	AE	People	608	4	14	1598000000	399600	6400000	4800000	76700000	0	2020	Dec	19	368	9770529	235	8479744	23424076	53847818
326	DUDU e CAROL	Channel featuring content from creators Dudu and Carol.	Portuguese	21600000	9597894786	Autos & Vehicles	DUDU e CAROL	2942	Brazil	BR	Entertainment	481	15	90	193174000	48300	772700	579500	9300000	0	2013	Mar	2	513	212559417	1208	183241641	-14235004	-5192528
327	Village Cooking Channel	Cooking channel dedicated to traditional Indian village recipes.	Tamil	21600000	5863377051	Howto & Style	Village Cooking Channel	219	India	IN	Howto	1082	66	9	194604000	48700	778400	583800	9300000	0	2018	Apr	25	281	1366417754	536	471031528	20593684	7896288
328	Eva Bravo Play	Channel possibly related to kids' entertainment or games.	NA	21600000	9346383505	Entertainment	Eva Bravo Play	228	United States	US	Entertainment	507	96	90	63919000	16000	255700	191800	3100000	0	2019	May	7	882	328239523	147	270663028	3709024	-95712891
329	Tekashi 6ix9ine	Official channel of the controversial rapper Tekashi 6ix9ine.	English	21500000	5890180734	People & Blogs	Tekashi 6ix9ine	51	United States	US	Music	1081	96	88	113542000	28400	454200	340600	5400000	0	2018	Apr	6	882	328239523	147	270663028	3709024	-95712891
330	Tlnovelas	Dedicated channel for Latin American telenovelas and related content.	Spanish	21500000	15013096899	News & Politics	tlnovelas	158	Mexico	MX	Entertainment	1936958	2063	2940	15459	4	62	46	742	0	2014	Jan	2	402	126014024	342	102626859	23634501	-102552784
331	SMOL	Channel likely offering lifestyle or comedic content.	NA	21500000	22065582014	People & Blogs	Claudio	6	Germany	DE	Music	4057657		5782	3	0	1	1	14	0	2006	Apr	2	702	83132799	304	64324835	51165691	10451526
332	invictor	Gaming channel with a focus on Minecraft content and challenges.	Spanish	21500000	8409641722	Gaming	INVICTOR	17	Chile	CL	People	4038708	2889	7518	49	1	2	15	2	0	2016	Jul	26	885	18952038	709	16610135	-35675147	-71542969
333	YOLO	Entertainment channel with a mix of challenges, vlogs, and comedic content.	Spanish	21400000	1573058816	Comedy	YOLO	0	Germany	DE		4057944	3810			0	0	0	0	0	2013	Jun	11	702	83132799	304	64324835	51165691	10451526
334	Sidhu Moose Wala	Channel for the Punjabi singer with music videos and regional content.	Punjabi	21400000	6264261757	Music	Sidhu Moose Wala	114	India	IN	Music	987	67	89	160690000	40200	642800	482100	7700000	0	2017	Oct	30	281	1366417754	536	471031528	20593684	7896288
335	The Royalty Family	Family channel with vlogs, challenges, and lifestyle content.	English	21300000	6269945014	People & Blogs	The Royalty Family	733	United States	US	People	982	98	15	160227000	40100	640900	480700	7700000	0	2017	Apr	13	882	328239523	147	270663028	3709024	-95712891
336	Becky G	Official channel of singer Becky G, featuring her music videos and projects.	English	21300000	10644857969	Music	Becky G	78	United States	US	Music	396	98	90	103171000	25800	412700	309500	5000000	0	2011	Sep	6	882	328239523	147	270663028	3709024	-95712891
337	Ishaan Ali 11	Channel of content creator Ishaan Ali, nature of content not specified.	NA	21300000	12761253839	People & Blogs	Ishaan Ali 11	951	India	IN	People	301	68	16	729409000	182400	2900000	2200000	35000000	0	2016	Jul	27	281	1366417754	536	471031528	20593684	7896288
338	Infinite	Content mainly focused on reaction videos, challenges, and vlogs.	English	21300000	5141834668	Entertainment	Infinite	1608	United States	US	Entertainment	1296	98	93	68350000	17100	273400	205100	3300000	0	2014	Aug	21	882	328239523	147	270663028	3709024	-95712891
339	Azhan5star	Channel likely related to entertainment or vlogging.	NA	21300000	10047736580	Entertainment	Azhan5star	669	India	IN	Entertainment	436	67	92	236293000	59100	945200	708900	11300000	0	2021	Feb	2	281	1366417754	536	471031528	20593684	7896288
340	Dangal TV Channel	Channel associated with the Dangal TV network, featuring shows and serials.	Hindi	21300000	12895427184	Entertainment	Dangal TV Channel	20225	India	IN	Entertainment	291	67	92	561020000	140300	2200000	1700000	26900000	0	2017	Aug	2	281	1366417754	536	471031528	20593684	7896288
341	Khan GS Research Centre	Educational channel providing tutorials and learning material.	Hindi	21200000	2073073070	Education	KHAN GS RESEARCH CENTRE	1	India	IN	People	4057930		7727		0	0	0	0	0	2017	Jan	5	281	1366417754	536	471031528	20593684	7896288
342	GMA Public  Affairs	Channel dedicated to public affairs programming from the GMA network.	Filipino	21200000	11364908616	Entertainment	GMA Public  Affairs	31989	Philippines	PH	News	359	4	7	142317000	35600	569300	427000	6800000	0	2009	Aug	8	355	108116615	215	50975903	12879721	121774017
343	Tasty	Buzzfeed food network featuring recipes, cooking tips, and food-related content.	English	21100000	5783557209	Howto & Style	Tasty	4728	United States	US	Howto	1113	99	10	24691000	6200	98800	74100	1200000	0	2016	Jan	22	882	328239523	147	270663028	3709024	-95712891
344	Baim Paula	Personal vlog channel featuring the life and experiences of Baim and Paula.	Indonesian	21100000	4526271677	People & Blogs	Baim Paula	2325	Indonesia	ID	Entertainment	1583	8	94	26974000	6700	107900	80900	1300000	0	2016	Jun	4	363	270203917	469	151509724	-789275	113921327
345	nigahiga	Channel by Ryan Higa featuring comedic videos, sketches, and commentaries.	English	21000000	4380564906	Entertainment	nigahiga	403	United States	US	Entertainment	1671	100	95	2476000	619	9900	7400	118900	0	2006	Jul	21	882	328239523	147	270663028	3709024	-95712891
346	Rafa & Luiz	Channel featuring content from the creators Rafa and Luiz.	Portuguese	21000000	7762905663	Entertainment	Rafa & Luiz	2883	Brazil	BR	Entertainment	695	16	94	118410000	29600	473600	355200	5700000	0	2015	Aug	26	513	212559417	1208	183241641	-14235004	-5192528
347	Lyrical Lemonade	Music video channel showcasing hip-hop artists and visual content.	English	21000000	10631638628	Entertainment	Lyrical Lemonade	420	United States	US	Entertainment	398	100	95	80062000	20000	320200	240200	3800000	0	2013	Mar	25	882	328239523	147	270663028	3709024	-95712891
348	Vlad and Niki IDN	Indonesian channel of child YouTubers Vlad and Niki's playful content.	Indonesian	21000000	9789121606	Entertainment	Vlad and Niki IDN	498	United States	US	Entertainment	464	100	95	133362000	33300	533400	400100	6400000	0	2018	Nov	9	882	328239523	147	270663028	3709024	-95712891
349	Dr. Vivek Bindra: Motivational Speaker	Educational and motivational content from Dr. Vivek Bindra.	Hindi	20900000	1693149479	Education	Dr. Vivek Bindra: Motivational Speaker	896	India	IN	Education	6082	69	20	28588000	7100	114400	85800	1400000	0	2013	Dec	6	281	1366417754	536	471031528	20593684	7896288
350	Fatos Desconhecidos	Channel focusing on uncovering and sharing unknown facts.	Portuguese	20900000	3828000587	Entertainment	Fatos Desconhecidos	6262	Brazil	BR	Entertainment	2033	17	96	52330000	13100	209300	157000	2500000	0	2013	Sep	26	513	212559417	1208	183241641	-14235004	-5192528
351	Brave Wilderness	Wildlife and adventure channel by Coyote Peterson featuring close encounters with animals.	English	20900000	4927879069	Pets & Animals	Brave Wilderness	982	United States	US	Animals	1396	100	2	2989000	0	0	0	0	0	2014	Sep	8	882	328239523	147	270663028	3709024	-95712891
352	LIV Crime	A channel dedicated to crime series, mainly from Indian television.	Hindi	20900000	11058049885	People & Blogs	LIV Crime	9850	United States	US	People	372	100	17	383700000	95900	1500000	1200000	18400000	0	2020	Aug	18	882	328239523	147	270663028	3709024	-95712891
353	Romeo Santos	Official channel of Bachata singer Romeo Santos, featuring music videos and performances.	Spanish	20900000	17324976752	Music	RomeoSantos	6	United States	US	Music	2595710	5417	4067	99	2	4	3	5	0	2006	Jul	31	882	328239523	147	270663028	3709024	-95712891
354	Canal Canalha	Brazilian channel featuring comedy sketches and parodies by Julio Cocielo.	Portuguese	20800000	1870608170	Comedy	Canal Canalha	288	Brazil	BR	Comedy	5407	18	18	23897000	6000	95600	71700	1100000	0	2011	Apr	8	513	212559417	1208	183241641	-14235004	-5192528
355	Kurzgesagt	Channel that produces animated educational content, explaining complex subjects in an understandable way.	English	20800000	2378448129	Education	Kurzgesagt	193	Germany	DE	Education	3914	2	21	29269000	7300	117100	87800	1400000	0	2013	Jul	9	702	83132799	304	64324835	51165691	10451526
356	Yoeslan	NA	NA	20700000	17963202261	Entertainment	Yoeslan	619	United States	US	Entertainment	146	101	96	874796000	218700	3500000	2600000	42000000	0	2020	Sep	26	882	328239523	147	270663028	3709024	-95712891
357	5-Minute Crafts DIY	Offers viewers quick and easy DIY projects, crafts, and life hacks.	English	20700000	5091618606	Howto & Style	5-Minute Crafts DIY	5062	United States	US	Howto	1334	103	11	20012000	5000	80000	60000	960600	0	2018	Jan	18	882	328239523	147	270663028	3709024	-95712891
358	Zach King	Digital magic and creative video editing from social media personality Zach King.	English	20700000	5410164682	Entertainment	Zach King	6	United States	US	Entertainment	3997461		4664	125	3	5	38	6	0	2013	Jun	5	882	328239523	147	270663028	3709024	-95712891
359	tuzelity SHUFFLE	NA	NA	20700000	8658941531	People & Blogs	tuzelity SHUFFLE	889	Russia	RU	People	570	3	18	552266000	138100	2200000	1700000	26500000	0	2015	Oct	26	819	144373535	459	107683889	6152401	105318756
360	NBA	The official channel of the National Basketball Association, featuring game highlights and player content.	English	20700000	12624879732	Sports	NBA	47926	United States	US	Sports	304	103	4	73025000	18300	292100	219100	3500000	0	2005	Nov	21	882	328239523	147	270663028	3709024	-95712891
361	Deddy Corbuzier	Channel of Indonesian mentalist and magician Deddy Corbuzier hosting interviews and discussions.	Indonesian	20600000	4956090094	Entertainment	deddycorbuzier	15	Indonesia	ID	Entertainment	3539124	4044	6217	85	2	34	26	4	0	2007	Jul	23	363	270203917	469	151509724	-789275	113921327
362	Bizarrap	"Music producer known for his ""Bzrp Music Sessions"" featuring various artists."	Spanish	20600000	7657171980	Comedy	Bizarrap	83	Argentina	AR	Entertainment	711	8	98	193176000	48300	772700	579500	9300000	0	2017	Jan	15	900	44938712	979	41339571	-38416097	-63616672
363	Avicii	The official channel for the late DJ and music producer Avicii, with music videos and tributes.	English	20600000	10292874715	Music	Avicii	156	Sweden	SE	Music	421	1	92	81236000	20300	324900	243700	3900000	0	2009	Oct	28	670	10285453	648	9021165	60128161	18643501
364	Mnet K-POP	Official channel of the South Korean music television channel Mnet, showcasing K-pop content.	Korean	20500000	15038593883	Entertainment	Mnet K-POP	33229	South Korea	KR	Entertainment	220	7	99	158540000	39600	634200	475600	7600000	0	2006	Mar	9	943	51709098	415	42106719	35907757	127766922
